+0.000000000000e+000	+4.158708041082e-002
+1.000000000000e-002	-2.090729220597e-001
+2.000000000000e-002	+3.944656891909e-002
+3.000000000000e-002	+1.269996069178e-001
+4.000000000000e-002	+6.653933052369e-002
+5.000000000000e-002	+1.389008455859e-001
+6.000000000000e-002	-3.309842275609e-002
+7.000000000000e-002	+4.753158735727e-002
+8.000000000000e-002	-4.276130273789e-002
+9.000000000000e-002	-1.055088719140e-001
+1.000000000000e-001	-7.789015568390e-002
+1.100000000000e-001	-8.899635469209e-002
+1.200000000000e-001	-6.077829319125e-002
+1.300000000000e-001	+5.430783511873e-003
+1.400000000000e-001	+1.981502159952e-002
+1.500000000000e-001	+6.519386335789e-002
+1.600000000000e-001	+8.754080389150e-002
+1.700000000000e-001	+8.455631631111e-002
+1.800000000000e-001	+7.250829635259e-002
+1.900000000000e-001	+2.701937095943e-002
+2.000000000000e-001	-1.401729244395e-002
+2.100000000000e-001	-5.402650781170e-002
+2.200000000000e-001	-7.588419137534e-002
+2.300000000000e-001	-7.989611999246e-002
+2.400000000000e-001	-7.589642081656e-002
+2.500000000000e-001	-4.545223240354e-002
+2.600000000000e-001	-6.079052379896e-003
+2.700000000000e-001	+3.775862374069e-002
+2.800000000000e-001	+7.079588995877e-002
+2.900000000000e-001	+8.033645453159e-002
+3.000000000000e-001	+7.428186395036e-002
+3.100000000000e-001	+5.213062713792e-002
+3.200000000000e-001	+2.078130843122e-002
+3.300000000000e-001	-1.653698077033e-002
+3.400000000000e-001	-5.309691630259e-002
+3.500000000000e-001	-7.758436832794e-002
+3.600000000000e-001	-8.143729087943e-002
+3.700000000000e-001	-6.209929680866e-002
+3.800000000000e-001	-2.951459457094e-002
+3.900000000000e-001	+6.017895258650e-003
+4.000000000000e-001	+3.849251152862e-002
+4.100000000000e-001	+6.288211169337e-002
+4.200000000000e-001	+7.606766098935e-002
+4.300000000000e-001	+7.068580632399e-002
+4.400000000000e-001	+4.627174494381e-002
+4.500000000000e-001	+8.977916957680e-003
+4.600000000000e-001	-2.920880721498e-002
+4.700000000000e-001	-5.643611366978e-002
+4.800000000000e-001	-6.937703681374e-002
+4.900000000000e-001	-6.801934020672e-002
+5.000000000000e-001	-5.268104531184e-002
+5.100000000000e-001	-2.509902673727e-002
+5.200000000000e-001	+1.070255745867e-002
+5.300000000000e-001	+4.498743431602e-002
+5.400000000000e-001	+6.715090523562e-002
+5.500000000000e-001	+7.151754830548e-002
+5.600000000000e-001	+5.842984853712e-002
+5.700000000000e-001	+3.311065453028e-002
+5.800000000000e-001	+1.712409164225e-003
+5.900000000000e-001	-2.977145716309e-002
+6.000000000000e-001	-5.507841706276e-002
+6.100000000000e-001	-6.817835093829e-002
+6.200000000000e-001	-6.384840085804e-002
+6.300000000000e-001	-4.284692282428e-002
+6.400000000000e-001	-1.231711432487e-002
+6.500000000000e-001	+1.964377909376e-002
+6.600000000000e-001	+4.625951083664e-002
+6.700000000000e-001	+6.203814027066e-002
+6.800000000000e-001	+6.431319894557e-002
+6.900000000000e-001	+5.137227580160e-002
+7.000000000000e-001	+2.579622153559e-002
+7.100000000000e-001	-6.238061944975e-003
+7.200000000000e-001	-3.605844445512e-002
+7.300000000000e-001	-5.599577913065e-002
+7.400000000000e-001	-6.240508416462e-002
+7.500000000000e-001	-5.424667508127e-002
+7.600000000000e-001	-3.416256378134e-002
+7.700000000000e-001	-5.944506363208e-003
+7.800000000000e-001	+2.394926562562e-002
+7.900000000000e-001	+4.797192189641e-002
+8.000000000000e-001	+6.030126566250e-002
+8.100000000000e-001	+5.756141356601e-002
+8.200000000000e-001	+4.129352249608e-002
+8.300000000000e-001	+1.566854463274e-002
+8.400000000000e-001	-1.314885630636e-002
+8.500000000000e-001	-3.849251152862e-002
+8.600000000000e-001	-5.482155680358e-002
+8.700000000000e-001	-5.824637425716e-002
+8.800000000000e-001	-4.747043081927e-002
+8.900000000000e-001	-2.549043417962e-002
+9.000000000000e-001	+2.189437422028e-003
+9.100000000000e-001	+2.887855864360e-002
+9.200000000000e-001	+4.813092796203e-002
+9.300000000000e-001	+5.611809687260e-002
+9.400000000000e-001	+5.049160672333e-002
+9.500000000000e-001	+3.300057089550e-002
+9.600000000000e-001	+7.718072794490e-003
+9.700000000000e-001	-1.922790926950e-002
+9.800000000000e-001	-4.082872907450e-002
+9.900000000000e-001	-5.263211821506e-002
+1.000000000000e+000	-5.216732479348e-002
+1.010000000000e+000	-3.936094883269e-002
+1.020000000000e+000	-1.724640734285e-002
+1.030000000000e+000	+8.880065097091e-003
+1.040000000000e+000	+3.276817418471e-002
+1.050000000000e+000	+4.831440224198e-002
+1.060000000000e+000	+5.226517432110e-002
+1.070000000000e+000	+4.364197181616e-002
+1.080000000000e+000	+2.497671132829e-002
+1.090000000000e+000	+7.338896834708e-004
+1.100000000000e+000	-2.350893108648e-002
+1.110000000000e+000	-4.189286776678e-002
+1.120000000000e+000	-5.006350629136e-002
+1.130000000000e+000	-4.589256694268e-002
+1.140000000000e+000	-3.074997576898e-002
+1.150000000000e+000	-8.672129601718e-003
+1.160000000000e+000	+1.513035823302e-002
+1.170000000000e+000	+3.501876697825e-002
+1.180000000000e+000	+4.655306875138e-002
+1.190000000000e+000	+4.744596727088e-002
+1.200000000000e+000	+3.687795466241e-002
+1.210000000000e+000	+1.762558301101e-002
+1.220000000000e+000	-5.663181972393e-003
+1.230000000000e+000	-2.717837935803e-002
+1.240000000000e+000	-4.146476733481e-002
+1.250000000000e+000	-4.617389075025e-002
+1.260000000000e+000	-3.966673618866e-002
+1.270000000000e+000	-2.370463480766e-002
+1.280000000000e+000	-2.348446841296e-003
+1.290000000000e+000	+1.981502159952e-002
+1.300000000000e+000	+3.664555561865e-002
+1.310000000000e+000	+4.435139605570e-002
+1.320000000000e+000	+4.184394067000e-002
+1.330000000000e+000	+2.906203059058e-002
+1.340000000000e+000	+9.540565739309e-003
+1.350000000000e+000	-1.190124333412e-002
+1.360000000000e+000	-3.019955992803e-002
+1.370000000000e+000	-4.125682950647e-002
+1.380000000000e+000	-4.267568265150e-002
+1.390000000000e+000	-3.383231287699e-002
+1.400000000000e+000	-1.719748141255e-002
+1.410000000000e+000	+3.473744258744e-003
+1.420000000000e+000	+2.306859888032e-002
+1.430000000000e+000	+3.662109440323e-002
+1.440000000000e+000	+4.129352249608e-002
+1.450000000000e+000	+3.598505614292e-002
+1.460000000000e+000	+2.194330131706e-002
+1.470000000000e+000	+2.947790216457e-003
+1.480000000000e+000	-1.678161042181e-002
+1.490000000000e+000	-3.222998778498e-002
+1.500000000000e+000	-3.989913289945e-002
+1.510000000000e+000	-3.838242789383e-002
+1.520000000000e+000	-2.749639848818e-002
+1.530000000000e+000	-1.011544629513e-002
+1.540000000000e+000	+9.369324400036e-003
+1.550000000000e+000	+2.638333269912e-002
+1.560000000000e+000	+3.667001916704e-002
+1.570000000000e+000	+3.828457603324e-002
+1.580000000000e+000	+3.068881923098e-002
+1.590000000000e+000	+1.613334038730e-002
+1.600000000000e+000	-2.238363498133e-003
+1.610000000000e+000	-1.993733467553e-002
+1.620000000000e+000	-3.234007141977e-002
+1.630000000000e+000	-3.685349111402e-002
+1.640000000000e+000	-3.242569150616e-002
+1.650000000000e+000	-2.021866081607e-002
+1.660000000000e+000	-3.412586845876e-003
+1.670000000000e+000	+1.434754218182e-002
+1.680000000000e+000	+2.862169605144e-002
+1.690000000000e+000	+3.593612904614e-002
+1.700000000000e+000	+3.495761044025e-002
+1.710000000000e+000	+2.538035054484e-002
+1.720000000000e+000	+1.001759326806e-002
+1.730000000000e+000	-7.326664768891e-003
+1.740000000000e+000	-2.270165265338e-002
+1.750000000000e+000	-3.235230319396e-002
+1.760000000000e+000	-3.394239651177e-002
+1.770000000000e+000	-2.760648212297e-002
+1.780000000000e+000	-1.448208936499e-002
+1.790000000000e+000	+1.932576142171e-003
+1.800000000000e+000	+1.771120309740e-002
+1.810000000000e+000	+2.913541890278e-002
+1.820000000000e+000	+3.345313720883e-002
+1.830000000000e+000	+2.984484547529e-002
+1.840000000000e+000	+1.895881606964e-002
+1.850000000000e+000	+3.730605684411e-003
+1.860000000000e+000	-1.220703069009e-002
+1.870000000000e+000	-2.514795150108e-002
+1.880000000000e+000	-3.183858034263e-002
+1.890000000000e+000	-3.105576312494e-002
+1.900000000000e+000	-2.297074701973e-002
+1.910000000000e+000	-9.320398469741e-003
+1.920000000000e+000	+6.152441858581e-003
+1.930000000000e+000	+2.001072532070e-002
+1.940000000000e+000	+2.882963154681e-002
+1.950000000000e+000	+3.034633655243e-002
+1.960000000000e+000	+2.449968379954e-002
+1.970000000000e+000	+1.280637479430e-002
+1.980000000000e+000	-1.969270589892e-003
+1.990000000000e+000	-1.604772030090e-002
+2.000000000000e+000	-2.637110092492e-002
+2.010000000000e+000	-3.029741178862e-002
+2.020000000000e+000	-2.706829572324e-002
+2.030000000000e+000	-1.747880522012e-002
+2.040000000000e+000	-3.693911236690e-003
+2.050000000000e+000	+1.039677010271e-002
+2.060000000000e+000	+2.204115317765e-002
+2.070000000000e+000	+2.819359328650e-002
+2.080000000000e+000	+2.749639848818e-002
+2.090000000000e+000	+2.035320566627e-002
+2.100000000000e+000	+8.329647506414e-003
+2.110000000000e+000	-5.687644937540e-003
+2.120000000000e+000	-1.783351850638e-002
+2.130000000000e+000	-2.561274958860e-002
+2.140000000000e+000	-2.709275927163e-002
+2.150000000000e+000	-2.191883776867e-002
+2.160000000000e+000	-1.161991952655e-002
+2.170000000000e+000	+1.675714716504e-003
+2.180000000000e+000	+1.431084802572e-002
+2.190000000000e+000	+2.354562640907e-002
+2.200000000000e+000	+2.737408307920e-002
+2.210000000000e+000	+2.449968379954e-002
+2.220000000000e+000	+1.585201657973e-002
+2.230000000000e+000	+3.510438706465e-003
+2.240000000000e+000	-9.430482104525e-003
+2.250000000000e+000	-1.966824264215e-002
+2.260000000000e+000	-2.517241504947e-002
+2.270000000000e+000	-2.427951652997e-002
+2.280000000000e+000	-1.795583391536e-002
+2.290000000000e+000	-7.057572152271e-003
+2.300000000000e+000	+5.467477667972e-003
+2.310000000000e+000	+1.623119341437e-002
+2.320000000000e+000	+2.317868251510e-002
+2.330000000000e+000	+2.442629315437e-002
+2.340000000000e+000	+1.979055805113e-002
+2.350000000000e+000	+1.029891824212e-002
+2.360000000000e+000	-1.639020268783e-003
+2.370000000000e+000	-1.300207851548e-002
+2.380000000000e+000	-2.122164297035e-002
+2.390000000000e+000	-2.451191557373e-002
+2.400000000000e+000	-2.196776253248e-002
+2.410000000000e+000	-1.438423750441e-002
+2.420000000000e+000	-3.571596410954e-003
+2.430000000000e+000	+8.305184541266e-003
+2.440000000000e+000	+1.774789841999e-002
+2.450000000000e+000	+2.251818070640e-002
+2.460000000000e+000	+2.163751396110e-002
+2.470000000000e+000	+1.522821009361e-002
+2.480000000000e+000	+5.271773946794e-003
+2.490000000000e+000	-6.030126449602e-003
+2.500000000000e+000	-1.569300701465e-002
+2.510000000000e+000	-2.164974573529e-002
+2.520000000000e+000	-2.249371715801e-002
+2.530000000000e+000	-1.799252807146e-002
+2.540000000000e+000	-9.381556174231e-003
+2.550000000000e+000	+1.406621808263e-003
+2.560000000000e+000	+1.157099359626e-002
+2.570000000000e+000	+1.873864880007e-002
+2.580000000000e+000	+2.173536582169e-002
+2.590000000000e+000	+1.935022351199e-002
+2.600000000000e+000	+1.219480008238e-002
+2.610000000000e+000	+2.482993295416e-003
+2.620000000000e+000	-7.877082359568e-003
+2.630000000000e+000	-1.609664623120e-002
+2.640000000000e+000	-2.020642904188e-002
+2.650000000000e+000	-1.938691883458e-002
+2.660000000000e+000	-1.362588500160e-002
+2.670000000000e+000	-4.758051387081e-003
+2.680000000000e+000	+5.430783511873e-003
+2.690000000000e+000	+1.454324706948e-002
+2.700000000000e+000	+1.975386272855e-002
+2.710000000000e+000	+2.038990098886e-002
+2.720000000000e+000	+1.619449809179e-002
+2.730000000000e+000	+8.280721576119e-003
+2.740000000000e+000	-1.394390325689e-003
+2.750000000000e+000	-1.058024204969e-002
+2.760000000000e+000	-1.664706323863e-002
+2.770000000000e+000	-1.873864880007e-002
+2.780000000000e+000	-1.652474899614e-002
+2.790000000000e+000	-1.007875097255e-002
+2.800000000000e+000	-1.149760455501e-003
+2.810000000000e+000	+8.158406750383e-003
+2.820000000000e+000	+1.538721965869e-002
+2.830000000000e+000	+1.888542659095e-002
+2.840000000000e+000	+1.776013019418e-002
+2.850000000000e+000	+1.235380964746e-002
+2.860000000000e+000	+4.268791500893e-003
