		
         7.299804688e+000	         1.309110100e-001	        -2.299817775e-002		
         7.324218750e+000	         1.358251559e-001	        -2.586716924e-002		
         7.348632813e+000	         1.451274956e-001	        -3.052119878e-002		
         7.373046875e+000	         1.520054497e-001	        -3.417302375e-002		
         7.397460938e+000	         1.595096913e-001	        -3.787019958e-002		
         7.421875000e+000	         1.708892787e-001	        -4.400543644e-002		
         7.446289063e+000	         1.775692000e-001	        -5.012516836e-002		
         7.470703125e+000	         1.879426261e-001	        -5.537754790e-002		
         7.495117188e+000	         2.020836718e-001	        -6.375141503e-002		
         7.519531250e+000	         2.138920486e-001	        -7.290922639e-002		
         7.543945313e+000	         2.295329580e-001	        -8.598058368e-002		
         7.568359375e+000	         2.441702467e-001	        -1.013693297e-001		
         7.592773438e+000	         2.582384173e-001	        -1.196119923e-001		
         7.617187500e+000	         2.757754384e-001	        -1.453750397e-001		
         7.641601563e+000	         2.883430039e-001	        -1.721897116e-001		
         7.666015625e+000	         3.047031087e-001	        -2.069033415e-001		
         7.690429688e+000	         3.108032392e-001	        -2.464891914e-001		
         7.714843750e+000	         3.271155954e-001	        -2.928166662e-001		
         7.739257813e+000	         3.224995137e-001	        -3.524388764e-001		
         7.763671875e+000	         3.191973460e-001	        -4.227494858e-001		
         7.788085938e+000	         3.014167437e-001	        -4.974168172e-001		
         7.812500000e+000	         2.470038992e-001	        -5.932436956e-001		
         7.836914063e+000	         1.711335893e-001	        -6.700596667e-001		
         7.861328125e+000	         4.112435128e-002	        -7.573749874e-001		
         7.885742188e+000	        -1.195297694e-001	        -7.888233429e-001		
         7.910156250e+000	        -3.086889279e-001	        -7.503059051e-001		
         7.934570313e+000	        -4.839351231e-001	        -6.221723142e-001		
         7.958984375e+000	        -5.390479324e-001	        -4.129671921e-001		
         7.983398438e+000	        -5.250922530e-001	        -2.457590312e-001		
         8.007812500e+000	        -4.314153270e-001	        -1.567289537e-001		
         8.032226563e+000	        -3.676850087e-001	        -1.052999122e-001		
         8.056640625e+000	        -3.313118830e-001	        -9.564596126e-002		
         8.081054688e+000	        -2.868242133e-001	        -8.270735318e-002		
         8.105468750e+000	        -2.678317830e-001	        -7.258217625e-002		
         8.129882813e+000	        -2.383491685e-001	        -6.793892601e-002		
         8.154296875e+000	        -2.237119772e-001	        -5.529598138e-002		
         8.178710938e+000	        -2.088586041e-001	        -5.937832503e-002		
         8.203125000e+000	        -2.004774920e-001	        -5.261546357e-002		
         8.227539063e+000	        -1.947255570e-001	        -4.645078496e-002		
         8.251953125e+000	        -1.818775291e-001	        -4.514709727e-002		
         8.276367188e+000	        -1.798195243e-001	        -4.161815087e-002		
         8.300781250e+000	        -1.677712738e-001	        -3.768439566e-002		
         8.325195313e+000	        -1.586474444e-001	        -3.277736707e-002		
         8.349609375e+000	        -1.550688014e-001	        -3.041204126e-002		
         8.374023438e+000	        -1.467664114e-001	        -3.033891705e-002		
         8.398437500e+000	        -1.434146837e-001	        -3.068423458e-002		
         8.422851563e+000	        -1.387391959e-001	        -2.793831159e-002		
         8.447265625e+000	        -1.364627727e-001	        -2.541880712e-002		
         8.471679688e+000	        -1.303642104e-001	        -2.248598467e-002		
         8.496093750e+000	        -1.277112076e-001	        -2.339577960e-002		
         8.520507813e+000	        -1.236862462e-001	        -2.192714914e-002		
         8.544921875e+000	        -1.193301198e-001	        -2.009340670e-002		
         8.569335938e+000	        -1.156125098e-001	        -2.035252932e-002		
         8.593750000e+000	        -1.127071857e-001	        -1.905437107e-002		
         8.618164063e+000	        -1.095623404e-001	        -1.866401418e-002		
         8.642578125e+000	        -1.076340033e-001	        -1.734588521e-002		
         8.666992188e+000	        -1.054933379e-001	        -1.710358341e-002		
         8.691406250e+000	        -1.028856769e-001	        -1.657566506e-002		
         8.715820313e+000	        -1.028994374e-001	        -1.556391502e-002		
         8.740234375e+000	        -9.773999633e-002	        -1.589712976e-002		
         8.764648438e+000	        -9.734360856e-002	        -1.490456334e-002		
         8.789062500e+000	        -9.436209083e-002	        -1.453177942e-002		
         8.813476563e+000	        -9.259838193e-002	        -1.389091697e-002		
         8.837890625e+000	        -9.112137754e-002	        -1.372526308e-002		
         8.862304688e+000	        -8.952816821e-002	        -1.278729214e-002		
         8.886718750e+000	        -8.846400468e-002	        -1.211463805e-002		
         8.911132813e+000	        -8.536165666e-002	        -1.175954561e-002		
         8.935546875e+000	        -8.424511917e-002	        -1.226675779e-002		
         8.959960938e+000	        -8.315210954e-002	        -1.364109214e-002		
         8.984375000e+000	        -8.322952480e-002	        -1.189928982e-002		
         9.008789063e+000	        -8.083777800e-002	        -1.170356663e-002		
         9.033203125e+000	        -7.972080896e-002	        -1.166833865e-002		
         9.057617188e+000	        -7.771247952e-002	        -1.070238772e-002		
         9.082031250e+000	        -7.906177942e-002	        -9.219737642e-003		
         9.106445313e+000	        -7.695224549e-002	        -9.987219657e-003		
         9.130859375e+000	        -7.660564248e-002	        -9.425622453e-003		
         9.155273438e+000	        -7.367978691e-002	        -9.489676029e-003		
         9.179687500e+000	        -7.445184868e-002	        -8.324848202e-003		
         9.204101563e+000	        -7.351309216e-002	        -8.493662640e-003		
         9.228515625e+000	        -7.167645964e-002	        -9.940710177e-003		
         9.252929688e+000	        -7.100357230e-002	        -9.001320031e-003		
         9.277343750e+000	        -7.080020909e-002	        -7.131014725e-003		
         9.301757813e+000	        -7.014665582e-002	        -8.036401599e-003		
         9.326171875e+000	        -6.800864046e-002	        -6.948864434e-003		
         9.350585938e+000	        -6.775231372e-002	        -7.109254029e-003		
         9.375000000e+000	        -6.756949409e-002	        -7.564322438e-003		
         9.399414063e+000	        -6.555422359e-002	        -8.085402292e-003		
         9.423828125e+000	        -6.430896658e-002	        -6.754890948e-003		
         9.448242188e+000	        -6.424319673e-002	        -7.712632802e-003		
         9.472656250e+000	        -6.422168675e-002	        -6.502267213e-003		
         9.497070313e+000	        -6.325017599e-002	        -6.976660566e-003		
         9.521484375e+000	        -6.270611757e-002	        -6.085863888e-003		
         9.545898438e+000	        -6.302723560e-002	        -6.064423046e-003		
         9.570312500e+000	        -6.311074708e-002	        -7.421664596e-003		
         9.594726563e+000	        -6.234223485e-002	        -4.923360510e-003		
         9.619140625e+000	        -5.910683979e-002	        -6.102426010e-003		
         9.643554688e+000	        -5.946840680e-002	        -5.450220526e-003		
         9.667968750e+000	        -5.933002938e-002	        -6.727362247e-003		
         9.692382813e+000	        -5.977752082e-002	        -6.182435049e-003		
         9.716796875e+000	        -5.958295853e-002	        -4.813047411e-003		
         9.741210938e+000	        -5.843026920e-002	        -5.475765525e-003		
         9.765625000e+000	        -5.714200439e-002	        -5.935338479e-003		
         9.790039063e+000	        -5.750276910e-002	        -6.311159116e-003		
         9.814453125e+000	        -5.710626585e-002	        -5.127236168e-003		
         9.838867188e+000	        -5.647783896e-002	        -5.458491520e-003		
         9.863281250e+000	        -5.491054006e-002	        -4.889539957e-003		
         9.887695313e+000	        -5.594340805e-002	        -5.618294209e-003		
         9.912109375e+000	        -5.516484284e-002	        -5.331101190e-003		
         9.936523438e+000	        -5.533548827e-002	        -5.078095302e-003		
         9.960937500e+000	        -5.488966219e-002	        -4.634988742e-003		
         9.985351563e+000	        -5.410477587e-002	        -4.672744788e-003		
         1.000976563e+001	        -5.338509415e-002	        -4.531930474e-003		

