		
         5.004882813e+000	         1.293796077e-002	        -1.328188890e-003		
         5.029296875e+000	         1.411980163e-002	        -1.169552508e-003		
         5.053710938e+000	         1.416614016e-002	        -1.494634434e-003		
         5.078125000e+000	         1.402729929e-002	        -1.981949863e-003		
         5.102539063e+000	         1.455402180e-002	        -1.679538336e-003		
         5.126953125e+000	         1.367755700e-002	        -7.373599153e-005		
         5.151367188e+000	         1.575822507e-002	        -1.550200203e-003		
         5.175781250e+000	         1.503240306e-002	        -1.282110662e-003		
         5.200195313e+000	         1.632700569e-002	        -1.398921124e-003		
         5.224609375e+000	         1.495510025e-002	        -1.119676491e-003		
         5.249023438e+000	         1.597466050e-002	        -1.879763406e-003		
         5.273437500e+000	         1.662719723e-002	        -2.067626051e-003		
         5.297851563e+000	         1.628238874e-002	         1.979620429e-004		
         5.322265625e+000	         1.658499476e-002	        -2.429405979e-003		
         5.346679688e+000	         1.778675773e-002	        -4.860280361e-004		
         5.371093750e+000	         1.771566357e-002	        -3.743893435e-004		
         5.395507813e+000	         1.655264318e-002	        -6.744613460e-004		
         5.419921875e+000	         1.961836680e-002	        -7.787438519e-004		
         5.444335938e+000	         1.926655040e-002	        -2.071963071e-003		
         5.468750000e+000	         1.740629123e-002	        -1.028163636e-003		
         5.493164063e+000	         1.869036376e-002	        -1.049779505e-003		
         5.517578125e+000	         1.916691099e-002	        -8.574374826e-004		
         5.541992188e+000	         1.912495468e-002	        -1.715517332e-003		
         5.566406250e+000	         2.014898833e-002	        -1.997043392e-003		
         5.590820313e+000	         2.042730521e-002	        -2.340809321e-003		
         5.615234375e+000	         2.043711052e-002	        -1.819229362e-003		
         5.639648438e+000	         2.138282177e-002	        -7.623765579e-004		
         5.664062500e+000	         2.209798147e-002	        -1.333255648e-003		
         5.688476563e+000	         2.167773762e-002	        -2.332366814e-003		
         5.712890625e+000	         2.256644348e-002	        -1.927667593e-003		
         5.737304688e+000	         2.297094231e-002	        -2.196089524e-003		
         5.761718750e+000	         2.419592773e-002	        -2.688925565e-003		
         5.786132813e+000	         2.493547078e-002	        -1.758599400e-003		
         5.810546875e+000	         2.494187393e-002	        -2.415022244e-003		
         5.834960938e+000	         2.451690597e-002	        -2.266397914e-003		
         5.859375000e+000	         2.528472683e-002	        -2.191802267e-003		
         5.883789063e+000	         2.669494788e-002	        -3.338708214e-003		
         5.908203125e+000	         2.583650582e-002	        -1.762066509e-003		
         5.932617188e+000	         2.660925744e-002	        -1.147514314e-003		
         5.957031250e+000	         2.769548708e-002	        -2.155252511e-003		
         5.981445313e+000	         2.661329930e-002	        -3.516679892e-003		
         6.005859375e+000	         2.768421547e-002	        -2.581922118e-003		
         6.030273438e+000	         2.978251728e-002	        -2.268792639e-003		
         6.054687500e+000	         3.002550286e-002	        -1.168917549e-003		
         6.079101563e+000	         2.948882310e-002	        -3.417641070e-003		
         6.103515625e+000	         3.144887817e-002	        -2.696082769e-003		
         6.127929688e+000	         3.084307960e-002	        -2.533185057e-003		
         6.152343750e+000	         3.100827916e-002	        -3.924330162e-003		
         6.176757813e+000	         3.298911789e-002	        -2.240329828e-003		
         6.201171875e+000	         3.346648566e-002	        -1.661892434e-003		
         6.225585938e+000	         3.507441891e-002	        -2.739775674e-003		
         6.250000000e+000	         3.481258247e-002	        -1.777304010e-003		
         6.274414063e+000	         3.636990436e-002	        -2.409817782e-003		
         6.298828125e+000	         3.682254385e-002	        -3.125542549e-003		
         6.323242188e+000	         3.792962097e-002	        -2.765291614e-003		
         6.347656250e+000	         3.759133263e-002	        -2.864709549e-003		
         6.372070313e+000	         3.830494245e-002	        -4.056434727e-003		
         6.396484375e+000	         3.990105099e-002	        -2.541306001e-003		
         6.420898438e+000	         3.985104743e-002	        -3.102040322e-003		
         6.445312500e+000	         4.166345008e-002	        -2.613280707e-003		
         6.469726563e+000	         4.329299055e-002	        -2.916634132e-003		
         6.494140625e+000	         4.360996036e-002	        -1.776174455e-003		
         6.518554688e+000	         4.595404971e-002	        -3.123519721e-003		
         6.542968750e+000	         4.720088699e-002	        -3.159110866e-003		
         6.567382813e+000	         4.755199683e-002	        -3.243086358e-003		
         6.591796875e+000	         4.902860919e-002	        -4.271008014e-003		
         6.616210938e+000	         4.916556436e-002	        -5.439674467e-003		
         6.640625000e+000	         5.032616116e-002	        -4.711066086e-003		
         6.665039063e+000	         5.091767039e-002	        -4.150399573e-003		
         6.689453125e+000	         5.249786069e-002	        -2.875057124e-003		
         6.713867188e+000	         5.422639630e-002	        -3.878236644e-003		
         6.738281250e+000	         5.687692535e-002	        -4.835038690e-003		
         6.762695313e+000	         5.957209718e-002	        -4.282871096e-003		
         6.787109375e+000	         6.002407418e-002	        -4.849121755e-003		
         6.811523438e+000	         6.153041091e-002	        -6.014001625e-003		
         6.835937500e+000	         6.420702666e-002	        -6.459312593e-003		
         6.860351563e+000	         6.534873916e-002	        -5.943195031e-003		
         6.884765625e+000	         6.758599581e-002	        -8.009909194e-003		
         6.909179688e+000	         6.962351780e-002	        -7.138902426e-003		
         6.933593750e+000	         7.083092722e-002	        -6.446445504e-003		
         6.958007813e+000	         7.353207370e-002	        -6.118485179e-003		
         6.982421875e+000	         7.611507637e-002	        -4.721755737e-003		
         7.006835938e+000	         7.964363682e-002	        -8.092546960e-003		
         7.031250000e+000	         8.311418901e-002	        -7.072792973e-003		
         7.055664063e+000	         8.646647581e-002	        -9.977384722e-003		
         7.080078125e+000	         9.148457953e-002	        -1.107251025e-002		
         7.104492188e+000	         9.303689620e-002	        -1.239009600e-002		
         7.128906250e+000	         9.685255014e-002	        -1.451917368e-002		
         7.153320313e+000	         9.766094609e-002	        -1.397295757e-002		
         7.177734375e+000	         1.047011459e-001	        -1.469624050e-002		
         7.202148438e+000	         1.080807471e-001	        -1.646955413e-002		
         7.226562500e+000	         1.126900093e-001	        -1.608658958e-002		
         7.250976563e+000	         1.191833852e-001	        -2.089337249e-002		
         7.275390625e+000	         1.242377137e-001	        -2.068430966e-002		
